show_id,director_1,director_2,director_3,director_4,director_5,director_6,director_7,director_8,director_9,director_10,director_11,director_12,director_13
s4562,Rakeysh Omprakash Mehra,null,null,null,null,null,null,null,null,null,null,null,null
s4563,Anurag Kashyap,null,null,null,null,null,null,null,null,null,null,null,null
s4564,Manjeet Maan,null,null,null,null,null,null,null,null,null,null,null,null
s4565,Shagufta Rafique,null,null,null,null,null,null,null,null,null,null,null,null
s4566,Shakun Batra,null,null,null,null,null,null,null,null,null,null,null,null
s4567,Tinu Pappachan,null,null,null,null,null,null,null,null,null,null,null,null
s4568,Amitoj Mann,null,null,null,null,null,null,null,null,null,null,null,null
s4569,Amarpreet G S Chabbra,null,null,null,null,null,null,null,null,null,null,null,null
s4570,Paresh Mokashi,null,null,null,null,null,null,null,null,null,null,null,null
s4571,null,null,null,null,null,null,null,null,null,null,null,null,null
s4572,Anurag Basu,null,null,null,null,null,null,null,null,null,null,null,null
s4573,Rohit Jugraj,null,null,null,null,null,null,null,null,null,null,null,null
s4574,Ashutosh Gowariker,null,null,null,null,null,null,null,null,null,null,null,null
s4575,Atharv Baluja,null,null,null,null,null,null,null,null,null,null,null,null
s4576,Vishal Bhardwaj,null,null,null,null,null,null,null,null,null,null,null,null
s4577,Rohit Jugraj,null,null,null,null,null,null,null,null,null,null,null,null
s4578,Shashanka Ghosh,null,null,null,null,null,null,null,null,null,null,null,null
s4579,Puneet Sira,null,null,null,null,null,null,null,null,null,null,null,null
s4580,Aziz Mirza,null,null,null,null,null,null,null,null,null,null,null,null
s4581,Renzil D'Silva,null,null,null,null,null,null,null,null,null,null,null,null
s4582,Smeep Kang,null,null,null,null,null,null,null,null,null,null,null,null
s4583,Sameer Sharma,null,null,null,null,null,null,null,null,null,null,null,null
s4584,Chandan Arora,null,null,null,null,null,null,null,null,null,null,null,null
s4585,Baljit Singh Deo,null,null,null,null,null,null,null,null,null,null,null,null
s4586,Amitoj Mann,null,null,null,null,null,null,null,null,null,null,null,null
s4587,Mysskin,null,null,null,null,null,null,null,null,null,null,null,null
s4588,Rajan Madhav,null,null,null,null,null,null,null,null,null,null,null,null
s4589,Raaghav Dar,null,null,null,null,null,null,null,null,null,null,null,null
s4590,Ishi Rudell,null,null,null,null,null,null,null,null,null,null,null,null
s4591,Ishi Rudell,null,null,null,null,null,null,null,null,null,null,null,null
s4592,David Lee Miller,null,null,null,null,null,null,null,null,null,null,null,null
s4593,Thiru,null,null,null,null,null,null,null,null,null,null,null,null
s4594,Amit Saxena,null,null,null,null,null,null,null,null,null,null,null,null
s4595,Pankaj Batra,null,null,null,null,null,null,null,null,null,null,null,null
s4596,Jaivi Dhanda,null,null,null,null,null,null,null,null,null,null,null,null
s4597,Suman Ghosh,null,null,null,null,null,null,null,null,null,null,null,null
s4598,Kabir Khan,null,null,null,null,null,null,null,null,null,null,null,null
s4599,Akshay Akkineni,null,null,null,null,null,null,null,null,null,null,null,null
s4600,Nidhi Sharma,null,null,null,null,null,null,null,null,null,null,null,null
s4601,Mastan Alibhai Burmawalla,Abbas Alibhai Burmawalla,null,null,null,null,null,null,null,null,null,null,null
s4602,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,null,null,null,null,null,null,null,null,null,null,null
s4603,Vipin Parashar,null,null,null,null,null,null,null,null,null,null,null,null
s4604,Vikram Pradhan,null,null,null,null,null,null,null,null,null,null,null,null
s4605,null,null,null,null,null,null,null,null,null,null,null,null,null
s4606,Vijay,null,null,null,null,null,null,null,null,null,null,null,null
s4607,Eduardo Chauvet,null,null,null,null,null,null,null,null,null,null,null,null
s4608,Sundar C.,null,null,null,null,null,null,null,null,null,null,null,null
s4609,null,null,null,null,null,null,null,null,null,null,null,null,null
s4610,Sartaj Singh Pannu,null,null,null,null,null,null,null,null,null,null,null,null
s4611,Vikramaditya Motwane,null,null,null,null,null,null,null,null,null,null,null,null
s4612,N. Linguswamy,null,null,null,null,null,null,null,null,null,null,null,null
s4613,Ayaan Mukherji,null,null,null,null,null,null,null,null,null,null,null,null
s4614,Sidharth Malhotra,null,null,null,null,null,null,null,null,null,null,null,null
s4615,Saket Behl,null,null,null,null,null,null,null,null,null,null,null,null
s4616,Anjum Shahzad,null,null,null,null,null,null,null,null,null,null,null,null
s4617,Ken Kwapis,null,null,null,null,null,null,null,null,null,null,null,null
s4618,Monique Gardenberg,null,null,null,null,null,null,null,null,null,null,null,null
s4619,Han Yan,null,null,null,null,null,null,null,null,null,null,null,null
s4620,Jeremy Saulnier,null,null,null,null,null,null,null,null,null,null,null,null
s4621,Kim A. Snyder,null,null,null,null,null,null,null,null,null,null,null,null
s4622,null,null,null,null,null,null,null,null,null,null,null,null,null
s4623,null,null,null,null,null,null,null,null,null,null,null,null,null
s4624,null,null,null,null,null,null,null,null,null,null,null,null,null
s4625,Rocky Soraya,null,null,null,null,null,null,null,null,null,null,null,null
s4626,Álvaro Longoria,Gerardo Olivares,null,null,null,null,null,null,null,null,null,null,null
s4627,Anthony Byrne,null,null,null,null,null,null,null,null,null,null,null,null
s4628,null,null,null,null,null,null,null,null,null,null,null,null,null
s4629,null,null,null,null,null,null,null,null,null,null,null,null,null
s4630,null,null,null,null,null,null,null,null,null,null,null,null,null
s4631,Rashida Jones,Alan Hicks,null,null,null,null,null,null,null,null,null,null,null
s4632,null,null,null,null,null,null,null,null,null,null,null,null,null
s4633,null,null,null,null,null,null,null,null,null,null,null,null,null
s4634,null,null,null,null,null,null,null,null,null,null,null,null,null
s4635,null,null,null,null,null,null,null,null,null,null,null,null,null
s4636,null,null,null,null,null,null,null,null,null,null,null,null,null
s4637,null,null,null,null,null,null,null,null,null,null,null,null,null
s4638,null,null,null,null,null,null,null,null,null,null,null,null,null
s4639,null,null,null,null,null,null,null,null,null,null,null,null,null
s4640,null,null,null,null,null,null,null,null,null,null,null,null,null
s4641,null,null,null,null,null,null,null,null,null,null,null,null,null
s4642,Ariel Vromen,null,null,null,null,null,null,null,null,null,null,null,null
s4643,Nicole Holofcener,null,null,null,null,null,null,null,null,null,null,null,null
s4644,null,null,null,null,null,null,null,null,null,null,null,null,null
s4645,null,null,null,null,null,null,null,null,null,null,null,null,null
s4646,null,null,null,null,null,null,null,null,null,null,null,null,null
s4647,Alessio Cremonini,null,null,null,null,null,null,null,null,null,null,null,null
s4648,null,null,null,null,null,null,null,null,null,null,null,null,null
s4649,null,null,null,null,null,null,null,null,null,null,null,null,null
s4650,Joram Lürsen,null,null,null,null,null,null,null,null,null,null,null,null
s4651,null,null,null,null,null,null,null,null,null,null,null,null,null
s4652,null,null,null,null,null,null,null,null,null,null,null,null,null
s4653,null,null,null,null,null,null,null,null,null,null,null,null,null
s4654,Madeleine Gavin,null,null,null,null,null,null,null,null,null,null,null,null
s4655,null,null,null,null,null,null,null,null,null,null,null,null,null
s4656,null,null,null,null,null,null,null,null,null,null,null,null,null
s4657,Kevin R. Adams,Joe Ksander,null,null,null,null,null,null,null,null,null,null,null
s4658,Ian Samuels,null,null,null,null,null,null,null,null,null,null,null,null
s4659,null,null,null,null,null,null,null,null,null,null,null,null,null
s4660,Franck Ribière,null,null,null,null,null,null,null,null,null,null,null,null
s4661,Rajkumar Hirani,null,null,null,null,null,null,null,null,null,null,null,null
s4662,Jesse V. Johnson,null,null,null,null,null,null,null,null,null,null,null,null
s4663,null,null,null,null,null,null,null,null,null,null,null,null,null
s4664,null,null,null,null,null,null,null,null,null,null,null,null,null
s4665,Peter Ho,null,null,null,null,null,null,null,null,null,null,null,null
s4666,Olivier Marchal,null,null,null,null,null,null,null,null,null,null,null,null
s4667,Qaushiq Mukherjee,null,null,null,null,null,null,null,null,null,null,null,null
s4668,Onir,null,null,null,null,null,null,null,null,null,null,null,null
s4669,Jatla Siddartha,null,null,null,null,null,null,null,null,null,null,null,null
s4670,Kanwal Sethi,null,null,null,null,null,null,null,null,null,null,null,null
s4671,null,null,null,null,null,null,null,null,null,null,null,null,null
s4672,Samuel Jouy,null,null,null,null,null,null,null,null,null,null,null,null
s4673,null,null,null,null,null,null,null,null,null,null,null,null,null
s4674,null,null,null,null,null,null,null,null,null,null,null,null,null
s4675,null,null,null,null,null,null,null,null,null,null,null,null,null
s4676,Mateo Gil,null,null,null,null,null,null,null,null,null,null,null,null
s4677,null,null,null,null,null,null,null,null,null,null,null,null,null
s4678,null,null,null,null,null,null,null,null,null,null,null,null,null
s4679,null,null,null,null,null,null,null,null,null,null,null,null,null
s4680,Shivam Nair,null,null,null,null,null,null,null,null,null,null,null,null
s4681,Tanuja Chandra,null,null,null,null,null,null,null,null,null,null,null,null
s4682,A.R. Murugadoss,null,null,null,null,null,null,null,null,null,null,null,null
s4683,null,null,null,null,null,null,null,null,null,null,null,null,null
s4684,Jordan Brady,null,null,null,null,null,null,null,null,null,null,null,null
s4685,Todd Biermann,null,null,null,null,null,null,null,null,null,null,null,null
s4686,Patrick Graham,null,null,null,null,null,null,null,null,null,null,null,null
s4687,Mike Clattenburg,null,null,null,null,null,null,null,null,null,null,null,null
s4688,Han Qing,null,null,null,null,null,null,null,null,null,null,null,null
s4689,Ian Edelman,null,null,null,null,null,null,null,null,null,null,null,null
s4690,null,null,null,null,null,null,null,null,null,null,null,null,null
s4691,Ashwiny Iyer Tiwari,null,null,null,null,null,null,null,null,null,null,null,null
s4692,Atlee Kumar,null,null,null,null,null,null,null,null,null,null,null,null
s4693,Ravi Udyawar,null,null,null,null,null,null,null,null,null,null,null,null
s4694,R. Balki,null,null,null,null,null,null,null,null,null,null,null,null
s4695,Shree Narayan Singh,null,null,null,null,null,null,null,null,null,null,null,null
s4696,null,null,null,null,null,null,null,null,null,null,null,null,null
s4697,null,null,null,null,null,null,null,null,null,null,null,null,null
s4698,Manuel Martín Cuenca,null,null,null,null,null,null,null,null,null,null,null,null
s4699,Susan Johnson,null,null,null,null,null,null,null,null,null,null,null,null
s4700,Y. Joon Chung,null,null,null,null,null,null,null,null,null,null,null,null
s4701,Vikramaditya Motwane,null,null,null,null,null,null,null,null,null,null,null,null
s4702,Rucha Humnabadkar,null,null,null,null,null,null,null,null,null,null,null,null
s4703,null,null,null,null,null,null,null,null,null,null,null,null,null
s4704,null,null,null,null,null,null,null,null,null,null,null,null,null
s4705,null,null,null,null,null,null,null,null,null,null,null,null,null
s4706,Mike Newell,null,null,null,null,null,null,null,null,null,null,null,null
s4707,Jake Szymanski,null,null,null,null,null,null,null,null,null,null,null,null
s4708,Floyd Russ,null,null,null,null,null,null,null,null,null,null,null,null
s4709,Alejandro Montiel,null,null,null,null,null,null,null,null,null,null,null,null
s4710,null,null,null,null,null,null,null,null,null,null,null,null,null
s4711,null,null,null,null,null,null,null,null,null,null,null,null,null
s4712,null,null,null,null,null,null,null,null,null,null,null,null,null
s4713,Abhishek Varman,null,null,null,null,null,null,null,null,null,null,null,null
s4714,Sabir Khan,null,null,null,null,null,null,null,null,null,null,null,null
s4715,Nikhil Nagesh Bhat,null,null,null,null,null,null,null,null,null,null,null,null
s4716,Xiaoxing Yi,Yoshitaka Takeuchi,Haoling Li,null,null,null,null,null,null,null,null,null,null
s4717,null,null,null,null,null,null,null,null,null,null,null,null,null
s4718,null,null,null,null,null,null,null,null,null,null,null,null,null
s4719,Lauren Miller Rogen,null,null,null,null,null,null,null,null,null,null,null,null
s4720,Vishal Bhardwaj,null,null,null,null,null,null,null,null,null,null,null,null
s4721,Vikas Bahl,Nitesh Tiwari,null,null,null,null,null,null,null,null,null,null,null
s4722,Madhur Bhandarkar,null,null,null,null,null,null,null,null,null,null,null,null
s4723,Abhishek Kapoor,null,null,null,null,null,null,null,null,null,null,null,null
s4724,Khalid Mohamed,null,null,null,null,null,null,null,null,null,null,null,null
s4725,Sanjay Leela Bhansali,null,null,null,null,null,null,null,null,null,null,null,null
s4726,Vishal Bhardwaj,null,null,null,null,null,null,null,null,null,null,null,null
s4727,Imtiaz Ali,null,null,null,null,null,null,null,null,null,null,null,null
s4728,Punit Malhotra,null,null,null,null,null,null,null,null,null,null,null,null
s4729,Shirish Kunder,null,null,null,null,null,null,null,null,null,null,null,null
s4730,Prem Soni,null,null,null,null,null,null,null,null,null,null,null,null
s4731,Ashutosh Gowariker,null,null,null,null,null,null,null,null,null,null,null,null
s4732,Prakash Jha,null,null,null,null,null,null,null,null,null,null,null,null
s4733,Rakeysh Omprakash Mehra,null,null,null,null,null,null,null,null,null,null,null,null
s4734,Prabhu Deva,null,null,null,null,null,null,null,null,null,null,null,null
s4735,Imtiaz Ali,null,null,null,null,null,null,null,null,null,null,null,null
s4736,Mandeep Kumar,null,null,null,null,null,null,null,null,null,null,null,null
